POPS_Number,Name,Street,Zipcode,Latitude,Longitude,Borough,Borocode,Type,Location,Open_Hours,Seating,Seating_and_Tables,Food_Service,Art,Restrooms,Special_Amenities,Special_Amenities_Description,Signage,Landscaping_Description,Landscaping,Physically_Disabled,Year_Completed,Construction_Status,Size_Required,Community Board,Developer,Building_Architect,Principal_Public_Space_Designer,XCoordinate,YCoordinate,Council District,Census Tract,BIN,BBL,NTA,Tax_Block_Number,Tax_Lot_Number
M050111,NULL,MADISON AVENUE,10016,-73.983637,40.747406,Manhattan,1,Public Plaza,Northwest corner of East 33rd Street and Madison Avenue,24 Hours,Yes,No,NULL,Yes,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,2017,Completed,Public Plaza 3612.00 sf,5,Yitzhak Tessler,Karl Fischer,SCAPE Landscape Architecture,988784,211577,4,74,1089701,1008637502,Midtown-Midtown South,863,7502
M050066,NULL,PARK AVENUE SOUTH,10016,-73.982089,40.745402,Manhattan,1,Arcade; Plaza,Southeast corner of East 32nd Street and Park Avenue South,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1969,Completed,Arcade 1542.75 sf; Plaza 6424.50 sf,5,Cohen Brothers Realty Corp.,"Shreve, Lamb & Harmon","Shreve, Lamb & Harmon",989213,210847,2,72,1018471,1008870095,Murray Hill-Kips Bay,887,95
M050103,NULL,FIFTH AVENUE,10016,-73.982199,40.750965,Manhattan,1,Pedestrian Circulation Space; Urban Plaza,"Northeast corner of East 38th Street and Fifth Avenue. Original BBL: 868/1,5,70.",24 Hours,Yes,Yes,NULL,No,NULL,NULL,Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,2003,Completed,Pedestrian Circulation Space 0.00 sf; Urban Plaza 2880.21 sf,5,NULL,"Michael Graves, H. Thomas O'Hara Architects",Thomas Balsley Associates,989182,212874,4,82,1085975,1008687503,Murray Hill-Kips Bay,868,7503
M010006,Two Federal Reserve Plaza,MAIDEN LANE,10038,-74.00848,40.709123,Manhattan,1,Covered Pedestrian Space; Public Pedestrian Circulation Area,Full blockfront on east side of Nassau Street between Maiden Lane and John Street,24 Hours; Restricted Hours,Yes,No,NULL,No,NULL,NULL,Escalator; Lighting; Retail Frontage; Subway,No,Trees within Space,Yes,Full/Partial,1984,Completed,Covered Pedestrian Space 4441.00 sf; Public Pedestrian Circulation Area 935.00 sf,1,George Klein,Johnson/Burgee Architects,Johnson/Burgee Architects,981899,197629,1,15.02,1001109,1000670023,Battery Park City-Lower Manhattan,67,23
M040014,Hudson Yards Eastern Rail Yards Subarea A1,WEST 30 STREET,10001,-74.001704,40.751985,Manhattan,1,'Covered Pedestrian Space'; Public Access Area,NULL,NULL,No,No,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,0,NULL,NULL,4,NULL,NULL,NULL,983778,213245,3,99,1089862,1007017502,Hudson Yards-Chelsea-Flatiron-Union Square,701,7502
M070012,Two Lincoln Square,LINCOLN SQUARE,10023,-73.981428,40.773157,Manhattan,1,Covered Plaza; Mandatory Arcade; Special Permit Plaza; Through Block Arcade,East side of Columbus Avenue between West 65th and 66th Streets,24 Hours; Restricted Hours,Yes,No,NULL,Yes,Yes,NULL,Lighting; Litter Receptacles; Restrooms; Retail Frontage,Yes,Planting,Yes,Full/Partial,1974,Completed,Covered Plaza 6358.00 sf; Mandatory Arcade 2757.00 sf; Special Permit Plaza 580.00 sf; Through Block Arcade 0.00 sf,7,Two Lincoln Square Associates,"Schuman, Lichtenstein, Claman & Efron",Superstructures,989394,220959,6,149,1028159,1011180001,Lincoln Square,1118,1
M080034,Park Regis,EAST 89 STREET,10128,-73.956936,40.78221,Manhattan,1,Landscaped Open Area; Plaza (Park-Like Open Space),South side of East 89th Street between Park and Madison Avenues,24 Hours; Restricted Hours,Yes,No,NULL,No,NULL,NULL,Lighting,No,Planting,Yes ,Full/Partial,1974,Completed,Landscaped Open Area 0.00 sf; Plaza (Park-Like Open Space) 8395.35 sf,8,NULL,Philip Birnbaum,Philip Birnbaum,996176,224260,4,150.02,1046957,1015000045,Upper East Side-Carnegie Hill,1500,45
M050061,NULL,PARK AVENUE,10178,-73.977756,40.750874,Manhattan,1,Arcade; Sidewalk Widening; Urban Plaza,Full blockfront on the east side of Park Avenue between East 40th and 41st Streets,24 Hours,Yes,No,NULL,Yes,NULL,NULL,Lighting; Litter Receptacles; Retail Frontage,Yes,Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,1983,Completed,Arcade 855.00 sf; Sidewalk Widening 1722.43 sf; Urban Plaza 13874.00 sf,5,Kalikow & Co,Eli Attia,Eli Attia,990413,212841,4,80,1036144,1012950001,Murray Hill-Kips Bay,1295,1
M060033,NULL,THIRD AVENUE,10022,-73.969094,40.758703,Manhattan,1,Sidewalk Widening,West side of Third Avenue between East 54th and 55th Streets,24 Hours,No,No,NULL,No,NULL,NULL,NULL,No,Trees on Street,Yes,Full/Partial,1983,Completed,Sidewalk Widening 2300.00 sf,6,Progress Partners,Pelli/Vinoly,Pelli/Vinoly,992812,215694,4,100,1081162,1013090032,Turtle Bay-East Midtown,1309,32
M070017,Lincoln Plaza Towers,WEST 62 STREET,10023,-73.983133,40.77073,Manhattan,1,Plaza,Southeast corner of Columbus Avenue and West 62nd Street,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1973,Completed,Plaza 6802.40 sf,7,"Lincoln Plaza, Inc.",Horace Ginsbern,Horace Ginsbern,988922,220075,3,145,1027365,1011140061,Lincoln Square,1114,61
M010046,J.P. Morgan,WALL STREET,10005,-74.008505,40.706241,Manhattan,1,Arcade; Covered Pedestrian Space,North side of Wall Street between William and Pearl Streets,24 Hours; Closing for Events; Restricted Hours,Yes,Yes,Yes,Yes,Yes,NULL,Climate Control; Escalator; Food Service; Lighting; Litter Receptacles; Restrooms; Retail Frontage; Subway,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,1989,Completed,Arcade 5346.00 sf; Covered Pedestrian Space 11150.10 sf,1,NULL,Kevin Roche John Dinkeloo and Associates,Kevin Roche John Dinkeloo and Associates,981892,196579,1,7,1001004,1000400003,Battery Park City-Lower Manhattan,40,3
M080022,Fontaine,EAST 72 STREET,10021,-73.956462,40.7683,Manhattan,1,Arcade; Plaza,North side of East 72nd Street between First and Second Avenues,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1975,Completed,Arcade 786.00 sf; Plaza 2411.00 sf,8,NULL,Max Wechsler,Max Wechsler,996310,219192,5,126,1044882,1014470019,Lenox Hill-Roosevelt Island,1447,19
M020007,Astor Place,ASTOR PLACE,10003,-73.991236,40.729513,Manhattan,1,Residential Plaza; Unbonused Open Space,South side of Astor Place between Lafayette Street and Cooper Square,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees with Space,Yes,Full/Partial,2005,Completed,Residential Plaza 4498.00 sf; Unbonused Open Space 0.00 sf,2,The Related Companies,"Gwathmey Siegel & Associates / Ishmael Leyva Architects, P.C.","Gwathmey Siegel & Associates / Ishmael Leyva Architects, P.C.",986679,205058,2,57,1087152,1005447502,West Village,544,7502
M060073,Rivercourt,EAST 52 STREET,10022,-73.963696,40.754935,Manhattan,1,Plaza,North side of East 52nd Street between FDR Drive and First Avenue,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1974,Completed,Plaza 14100.00 sf,6,NULL,Schuman Lichtenstein Claman/Edward Lauria,Schuman Lichtenstein Claman/Edward Lauria,994308,214322,4,86.03,1040156,1013640034,Turtle Bay-East Midtown,1364,34
M010015,NULL,WALL STREET,10005,-74.006997,40.704265,Manhattan,1,Arcade; Plaza,"Full block bounded by South Street, Front Street, Gouverneur Lane, and Wall Street",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Full/Partial,1967,Completed,Arcade 4589.00 sf; Plaza 10883.00 sf,1,NULL,Emery Roth & Sons,Emery Roth & Sons; Thomas Balsley Associates (for alteration),982310,195859,1,7,1000868,1000350010,Battery Park City-Lower Manhattan,35,10
M060021,Corinthian,EAST 38 STREET,10016,-73.97272,40.746328,Manhattan,1,Residential Plaza,West side of First Avenue between East 37th and 38th Streets,24 Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1987,Completed,Residential Plaza 27191.50 sf,6,NULL,Michael Schimenti/Der Scutt,Thomas Balsley Associates,991809,211185,4,78,1076166,1009437501,Murray Hill-Kips Bay,943,7501
M050074,CitySpire,WEST 56 STREET,10019,-73.979745,40.764241,Manhattan,1,Building Entrance Recess Area; Through Block Connection,South side of West 56th Street between Sixth and Seventh Avenues,24 Hours; Restricted Hours,No,No,NULL,No,NULL,NULL,Climate Control; Lighting,Yes,NULL,No,Full/Partial,1987,Completed,Building Entrance Recess Area 682.54 sf; Through Block Connection 3842.08 sf,5,Ian Bruce Eichner,Murphy/Jahn,Brennan Beer Gorman,989861,217711,4,137,1076177,1010087503,Midtown-Midtown South,1008,7503
M050090,Millennium Broadway,WEST 44 STREET,10036,-73.984645,40.757155,Manhattan,1,Through Block Connection,North side of West 44th Street between Sixth Avenue and Broadway,Restricted Hours,No,No,NULL,No,NULL,NULL,Lighting,Yes,NULL,No,Full/Partial,1990,Completed,Through Block Connection 3012.00 sf,5,Harry Macklowe,Gruzen Samton Steinglass/ Perkins & Will,Gruzen Samton Steinglass/ Perkins & Will,988504,215129,4,119,1085016,1009970010,Midtown-Midtown South,997,10
M080030,Stratford,YORK AVENUE,10021,-73.953411,40.768013,Manhattan,1,Plaza,Full blockfront on west side of York Avenue between East 73rd and 74th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1969,Completed,Plaza 12034.00 sf,8,NULL,Max Siegel Associates,Max Siegel Associates,997155,219088,5,124,1045876,1014680021,Lenox Hill-Roosevelt Island,1468,21
M060016,NULL,EAST 38 STREET,10016,-73.97495,40.747289,Manhattan,1,Arcade; Plaza,South side of 38th Street between Second and Third Avenues,24 Hours,Yes,Yes,NULL,Yes,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1967,Completed,Arcade 5358.30 sf; Plaza 9041.70 sf,6,The New York Telephone Co.,Kahn and Jacobs,Kahn and Jacobs; Ballinger (for alteration in 2011),991191,211535,4,78,1020338,1009187501,Murray Hill-Kips Bay,918,7501
M060062,Belmont,EAST 46 STREET,10017,-73.96956,40.751701,Manhattan,1,Residential Plaza,South side of East 46th Street between First and Second Avenues,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1981,Completed,Residential Plaza 9797.55 sf,6,NULL,Philip Birnbaum,Philip Birnbaum,992684,213143,4,90,1038778,1013380040,Turtle Bay-East Midtown,1338,40
M050012,Le Parker Meridien Hotel,WEST 57 STREET,10019,-73.978481,40.764263,Manhattan,1,Plaza; Through Block Arcade,South side of West 57th Street between Sixth and Seventh Avenues,24 Hours; Restricted Hours,Yes,Yes,NULL,Yes,NULL,NULL,Lighting; Retail Frontage,Yes,Trees within Space,Yes,Full/Partial,1979,Completed,Plaza 3000.00 sf; Through Block Arcade 6820.00 sf,5,Jack Parker,Philip Birnbaum,Philip Birnbaum,990211,217719,4,137,1023455,1010090019,Midtown-Midtown South,1009,19
M060046,NULL,THIRD AVENUE,10017,-73.972049,40.75348,Manhattan,1,Plaza,East side of Third Avenue between East 46th and 47th Streets,24 Hours,Yes,No,NULL,Yes,NULL,NULL,Bicycle Parking; Lighting; Litter Receptacles,Yes,Planting; Trees  on Street,Yes ,Full/Partial,1972,Completed,Plaza 4572.58 sf,6,"William Kaufman, Louis Feil",Emery Roth & Sons,"Emery Roth & Sons; Mojo Stumer Associates, Mark K. Morrison, and Brandston Partnership (for alteration in 2012)",991994,213791,4,90,1081179,1013200046,Turtle Bay-East Midtown,1320,46
M050028,NULL,BROADWAY,10019,-73.982272,40.763512,Manhattan,1,Plaza,Full blockfront on east side of Broadway between West 53rd and 54th Streets,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Lighting; Litter Receptacles,Yes,Planting; Trees wthin Space,Yes,Full/Partial,1968,Completed,Plaza 8241.00 sf,5,Jerome Weinstein,Emery Roth & Sons,Emery Roth & Sons; Moss Gilday Group and M. Paul Friedberg and Partners (for alteration in 2010),989161,217445,4,131,1024836,1010250025,Midtown-Midtown South,1025,25
M080061,Mill Rock Plaza,EAST 93 STREET,10128,-73.946256,40.78178,Manhattan,1,Plaza; Special Permit Arcade,Full blockfront on west side of First Avenue between East 93rd and 94th Streets,24 Hours,Yes,Yes,NULL,No,NULL,NULL,NULL,No,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,1975,Completed,Plaza 10507.00 sf; Special Permit Arcade 1900.00 sf,8,NULL,Kavy & Kavovitt,M. Paul Friedberg & Associates,999134,224105,5,154,1050288,1015560023,Yorkville,1556,23
M040003,Sheffield,WEST 57 STREET,10019,-73.984238,40.766825,Manhattan,1,Arcade; Plaza,South side of West 57th Street between Eighth and Ninth Avenues,24 Hours; Restricted Hours,Yes,Yes,Yes,Yes,NULL,NULL,Bicycle Parking; Drinking Fountain; Food Service; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,1978,Completed,Arcade 3499.69 sf; Plaza 30629.69 sf,4,Invesco Holdings and Parc Vendome Company,Emery Roth & Sons,"Emery Roth & Sons; Thomas Balsley Associates (for alteration in 1998); Moed de Armas & Shannon, Architects, PC (for alteration in 2006, 2008)",988616,218652,3,139,1025450,1010477503,Clinton,1047,7503
M080069,Andover,YORK AVENUE,10128,-73.946331,40.77771,Manhattan,1,Plaza,Full blockfront on west side of York Avenue between East 88th and 89th Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1974,Completed,Plaza 11754.00 sf,8,Madison Holding Corp. and Arwin East 88th St. Co.,Philip Birnbaum,Philip Birnbaum,999114,222622,5,144.02,1050621,1015680021,Yorkville,1568,21
M050055,NULL,SIXTH AVENUE,10036,-73.983866,40.756057,Manhattan,1,Plaza,Full blockfront on west side of Sixth Avenue between West 43rd and 44th Streets,24 Hours,Yes,No,NULL,No,NULL,NULL,Litter Receptacles,Yes,Planting,Yes,Full/Partial,1969,Completed,Plaza 5177.00 sf,5,The Durst Organization,Emery Roth & Sons,Emery Roth & Sons; Gensler (2014 Cafe + Design Change),988720,214729,4,119,1080824,1009960029,Midtown-Midtown South,996,29
M070006,One Sherman Square,WEST 70 STREET,10023,-73.982788,40.777798,Manhattan,1,Plaza,Full blockfront on west side of Broadway between West 70th and 71st Streets,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1971,Completed,Plaza 5990.90 sf,7,First Lincoln Development Corporation,S.J. Kessler & Sons,S.J. Kessler & Sons,989017,222650,6,159,1030373,1011620029,Lincoln Square,1162,29
M010050,Two Gold,GOLD STREET,10038,-74.006932,40.70741,Manhattan,1,Urban Plaza,Northeast side of Maiden Lane between Gold Street and Pearl Street,24 Hours,Yes,Yes,NULL,Yes,NULL,NULL, Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees within Space,Yes,Full/Partial,2005,Completed,Urban Plaza 8130.00 sf,1,Rockrose Development Corp.,Avinash K. Architects,"Mathews Nielsen Landscape Architects, P.C.",982328,197005,1,15.02,1087146,1000690018,Battery Park City-Lower Manhattan,69,18
M060026,Grand Central Plaza,THIRD AVENUE,10017,-73.975876,40.75008,Manhattan,1,Arcade; Landscaped Terrace; Plaza; Through Block Arcade; Urban Plaza,Northwest corner of East 40th Street and Third Avenue,24 Hours; Restricted Hours,Yes,Yes,Yes,No,NULL,NULL,Bicycle Parking; Elevator; Food Service; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1971,Completed,Arcade 1398.00 sf; Landscaped Terrace 0.00 sf; Plaza 3913.00 sf; Through Block Arcade 4621.00 sf; Urban Plaza 7906.00 sf,6,"Tishman Realty and Construction Co., Inc.",Emery Roth & Sons; Moed de Armas & Shannon,"Emery Roth & Sons; Moed de Armas & Shannon/Thomas Balsley Associates (for alteration, under construction)",990934,212552,4,80,1089024,1012950033,Murray Hill-Kips Bay,1295,33
M070023,Tower 67,WEST 67 STREET,10023,-73.983341,40.775567,Manhattan,1,Residential Plaza,Full blockfront on east side of Amsterdam Avenue between West 67th and 68th Streets,Restricted Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space; Water Feature,Yes,Full/Partial,1985,Completed,Residential Plaza 14460.50 sf,7,Amir Manoucherian/Amsterco,Philip Birnbaum & Associates,Abel Bainnson and Associates,988864,221837,6,153,1028849,1011390001,Lincoln Square,1139,1
M050039,New York Palace Hotel,MADISON AVENUE,10022,-73.975,40.758249,Manhattan,1,Courtyard,East side of Madison Avenue between East 50th and 51st Streets,24 Hours,Yes,No,NULL,No,NULL,NULL,Litter Receptacles; Programs,Yes,Planting; Water Feature,Yes,Full/Partial,1978,Completed,Courtyard 5914.30 sf,5,Harry Helmsley,"McKim, Mead & White/Emery Roth & Sons","McKim, Mead & White/Emery Roth & Sons; MDD Landscape Design (for café and public seating area in 2008)",991176,215528,4,102,1035466,1012860053,Midtown-Midtown South,1286,53
M040010,NULL,EIGHTH AVENUE,10018,-73.991731,40.755262,Manhattan,1,Public Plaza,West side of Eighth Avenue between West 38th and West 39th Streets,24 Hours,Yes,Yes,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Retail Frontage,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,2013,Completed,Public Plaza 2220.00 sf,4,Sam Chang,"Gene Kaufman Architect, TC","Eberlin and Eberlin, PC",986541,214439,3,115,1090194,1007620038,Clinton,762,38
M050040,NULL,LEXINGTON AVENUE,10022,-73.97264,40.756859,Manhattan,1,Arcade; Covered Pedestrian Space; Public Access Area,Northwest corner of East 50th Street and Lexington Avenue,24 Hours,Yes,Yes,NULL,Yes,NULL,NULL,Lighting; Litter Receptacles; Retail Frontage; Subway,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1981,Completed,Arcade 2421.00 sf; Covered Pedestrian Space 3489.00 sf; Public Access Area 0.00 sf,5,Jack and Lewis Rudin,The Eggers Group,The Eggers Group; Skidmore Owings and Merrill LLP (for alteration in 2014),991830,215022,4,100,1036451,1013050013,Turtle Bay-East Midtown,1305,13
M050022,Men's Apparel,SIXTH AVENUE,10019,-73.977778,40.762575,Manhattan,1,Plaza,Southeast corner of West 55th Street and Sixth Avenue,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1966,Completed,Plaza 5879.50 sf,5,Samuel Minskoff & Sons,Emery Roth & Sons,Emery Roth & Sons,990406,217104,4,104,1034815,1012700071,Midtown-Midtown South,1270,71
M060051,Crystal Pavilion,THIRD AVENUE,10022,-73.97054,40.755388,Manhattan,1,Covered Pedestrian Space,East side of Third Avenue between East 49th and 50th Streets,Restricted Hours,Yes,Yes,NULL,No,Yes,NULL,Climate Control; Escalator; Lighting; Restrooms; Retail Frontage,Yes,Planting; Trees within Space; Water Feature,Yes,Full/Partial,1982,Completed,Covered Pedestrian Space 0.00 sf,6,Sherman and Edward B. Cohen,Emery Roth & Sons,Bromley Jacobson,992412,214486,4,98,1038243,1013230047,Turtle Bay-East Midtown,1323,47
K010002,NULL,KENT AVENUE,11249,-73.957804,40.722954,Brooklyn,3,Public Plaza,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Full/Partial,0,Completed,NULL,1,NULL,NULL,NULL,995946,202671,33,557,3425961,3022820001,North Side-South Side,2282,1
M060077,Plaza 400,EAST 56 STREET,10022,-73.963125,40.757098,Manhattan,1,Arcade; Plaza,Southeast corner of First Avenue and East 56th Street,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1968,Completed,Arcade 1820.39 sf; Plaza 20861.34 sf,6,NULL,Philip Birnbaum,Philip Birnbaum,994466,215110,5,106.01,1040460,1013670001,Turtle Bay-East Midtown,1367,1
M080015,Normandie Court,EAST 95 STREET,10128,-73.94924,40.78468,Manhattan,1,Residential Plaza,East side of Third Avenue between East 95th and 96th Streets,24 Hours,Yes,No,NULL,No,NULL,NULL,Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles,Yes,Planting; Trees on Street; Trees within Space,Yes,Full/Partial,1985,Completed,Residential Plaza 8743.00 sf,8,Milstein Properties,Abraham D. Levitt Associates/The Vilkas Group,Abraham D. Levitt Associates/The Vilkas Group,998307,225161,5,156.01,1049245,1015410001,Yorkville,1541,1
M020002,NULL,MERCER STREET,10003,-73.993444,40.730071,Manhattan,1,Arcade; Plaza,Northeast corner of Mercer Street and Waverly Place,24 Hours,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Full/Partial,1974,Completed,Arcade 2185.70 sf; Plaza 11459.00 sf,2,NULL,"Schuman, Lichtenstein, Claman","Schuman, Lichtenstein, Claman",986067,205261,1,57,1008840,1005480070,West Village,548,70
